id,title,company,description,location,contractType,secteurActivite,fonction,experienceRequise,experienceLevel,niveauEtude,typeTeletravail,nombrePostes,salary,skills,domain,publishDate,sourceSite,sourceUrl
"0","Développeur DRUPAL en Freelance - Travail à Distance","Confidentiel","Nous recherchons un Développeur DRUPAL Freelance (5 ans minimum d'expérience en DRUPAL obligatoire). Missions : Vous développez nos plateformes basées sur DRUPAL : Réalisation / développement de modules ; Préparation des spécifications ; Développement de nouvelles fonctionnalités.","Casablanca","Freelance","","","Confirmé (3-7 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/developpeur-drupal-freelance-travail-distance-9157333"
"0","Décorateur et Architecte D’Intérieur - Casablanca","Confidentiel","Nous sommes à la recherche des Décorateurs et Architectes d’Intérieur. Missions : Conseiller et accompagner les clients dans la conception de leur mobilier sur mesure (lits, canapés, tables…). Réaliser des plans 2D / 3D , moodboards et présentations visuelles. Proposer des aménagements adaptés au style et aux besoins des clients. Collaborer avec l’équipe showroom et l’atelier de production pour garantir la qualité des projets.","Casablanca","CDI","","","Etudiant, jeune diplômé et plus","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/decorateur-architecte-interieur-casablanca-9161487"
"0","Sekretär/in, Sachbearbeiter/in - Agdal, Rabat","Confidentiel","Bürokraft (m/w) im Bereich Administration Zur Verstärkung unseres Teams suchen wir eine zuverlässige und engagierte Bürokraft (m/ w für den Bereich Administration . Ihre Aufgaben: Allgemeine administrative und organisatorische Tätigkeiten Sicherer Umgang mit Microsoft Word und Excel Ausfüllen und Erstellen von Bescheinigungen und Dokumenten Pflege und Aktualisierung von Excel-Listen Erfassung und Pflege von Daten sowie Upload in Cloud-Systeme Fehlerfreie und strukturierte Arbeitsweise Erfassung und Kontrolle von Arbeitszeiten Unterstützung im Recruiting-Prozess Führen von Vorstellungsgesprächen Selbstständige, ordnungsgemäße Durchführung zugewiesener Aufgaben...","Rabat","CDD","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/sekretarin-sachbearbeiterin-agdal-rabat-9165200"
"0","Pilote Qualité - Tanger","Confidentiel","Nous sommes à la recherche d'un Pilote Qualité. Missions : Être le garant de la qualité et de l'application des règles du Système de Management de la Qualité en production; Gérer et coordonner toutes les actions qui garantissent que nos opérations répondent aux exigences de nos clients; Piloter le traitement des réclamations, COMEX et alertes client et retours garantie de son UAP; Participer aux audits système et aux réunions journalières des services Qualité et Production.","Tanger","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/pilote-qualite-tanger-9166514"
"0","Responsable Laboratoire (Électricité) - Casablanca","Confidentiel","Nous sommes à la recherche d'un Responsable Laboratoire. Mission principale : Le responsable laboratoire encadre et organise les activités du laboratoire d’analyses, de contrôle ou de recherche. Il garantit la fiabilité des résultats, le respect des normes de qualité et de sécurité, et optimise les méthodes d’analyse pour répondre aux besoins de l’entreprise. Responsabilités principales : 1. Management et organisation du laboratoire Planifier et superviser les activités du laboratoire (analyses, essais, contrôles, R&D). Encadrer et animer l’équipe de techniciens et d’ingénieurs de laboratoire. Assurer la formation, la montée en compétences et la sécurité du...","Casablanca","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/responsable-laboratoire-electricite-casablanca-9167298"
"0","Ingénieur Biomédical (H/F) - Casablanca","Confidentiel","Dans le cadre du renforcement de ses équipes, nous recrutons pour le compte de notre client opérant dans le secteur des dispositifs médicaux des Ingénieurs Biomédicaux . Vous interviendrez activement dans le développement, le support technique, la maintenance et la gestion de la qualité des équipements médicaux commercialisés par la société, auprès d’une clientèle composée d’hôpitaux, de cliniques et de partenaires distributeurs. Missions principales : Assurer le support technique auprès des clients (hôpitaux, cliniques, distributeurs) et répondre à leurs demandes techniques ; Réaliser l’ installation , la mise en service et les tests de bon fonctionnement des dispositifs médicaux ; Former...","Casablanca","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/ingenieur-biomedical-hf-casablanca-9170169"
"0","Chef d´Agence - Ain Atiq","Confidentiel","Nous sommes à la recherche des Chefs d'Agence. Missions : Superviser et coordonner toutes les activités de l’agence et être le garant de la réalisation des objectifs de l’agence et des objectifs individuels de votre équipe. Mettre en œuvre et animer la stratégie commerciale de votre agence ; Suivre les indicateurs de performance clés de votre agence et élaborer des plans d'action pour atteindre les objectifs fixés ; Assurer le développement des activités de crédit ainsi que les produits et services d’inclusion financière, selon les objectifs arrêtés ; Garantir un service client de qualité, et promouvoir une culture centrée sur le client au sein de l’agence ; Veiller à une bonne...","Rabat","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/chef-agence-ain-atiq-9178506"
"0","Mécanicien Poids Lourds - Casablanca","Confidentiel","Nous recrutons un Mécanicien Poids Lourds disposant d’une expérience confirmée dans la maintenance et la réparation des véhicules industriels. Missions : Assurer l’entretien préventif et curatif des poids lourds. Diagnostiquer les pannes mécaniques, pneumatiques et hydrauliques. Réaliser les réparations moteur, freinage, suspension et transmission. Effectuer les contrôles de sécurité et les essais après intervention. Respecter les procédures et normes de sécurité.","Casablanca","Intérim","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/mecanicien-poids-lourds-casablanca-9181050"
"0","Superviseur Magasin H/F - Région Beni Mellal","Confidentiel","Dans le cadre du renforcement de nos équipes, nous recrutons un(e) Superviseur Magasin expérimenté(e) pour notre activité dans le secteur agroalimentaire . Vous serez responsable de la gestion quotidienne du magasin et de l’encadrement de l’équipe afin d’assurer un service de qualité et une expérience client optimale. Missions principales : Superviser les opérations de réception, de stockage et l’expédition des produits finis conformément aux normes et aux exigences définies . Garantir une gestion optimale des stocks et assurer la fiabilité des flux des matières au sein des différents points de stockage . Veillez au respect des normes qualité, hygiène et sécurité .","Marrakech","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/superviseur-magasin-hf-region-beni-mellal-9181143"
"0","Commercial Senior Concepteur Cuisine Expérimenté (H/F) - Agadir","Confidentiel","IXINA, enseigne internationale spécialiste de la cuisine équipée, poursuit son développement à Agadir. Pour renforcer notre équipe et accompagner l’expansion de notre activité, nous recherchons un Commercial Senior polyvalent (H/F) , capable d’évoluer à la fois sur le B2C en showroom et sur le B2B auprès des promoteurs immobiliers. Vos missions Commercial Showroom – B2C Accueillir les clients et les accompagner dans la conception de leur projet cuisine. Concevoir des plans 3D sur logiciel dédié (Carat, InSitu, Autocad…). Proposer des solutions personnalisées, esthétiques et adaptées aux besoins et budgets des clients. Suivre les projets dans leur intégralité : vente, commande, coordination,...","Agadir","CDI","","","Confirmé (3-7 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/commercial-senior-concepteur-cuisine-experimente-hf-agadir-9185491"
"0","Responsable Import - Casablanca","Confidentiel","Nous recherchons pour notre filiale ELG, un Responsable Import. Missions : Rattaché à la direction commerciale, vous aurez comme missions principales : Gérer toutes les opérations d’importation dès la passation de la commande par les chargés d’affaire, jusqu’à la livraison : les formalités douanières, les transporteurs internationaux, les compagnies maritimes, les formalités bancaires et transitaires, les ordres de paiement fournisseurs/transitaires/transporteurs/assurance Garantir un bon rapport qualité-prix tout en optimisant les délais de livraison Préparer un reporting hebdomadaire à la destination de la direction générale et la direction commerciale Gérer et...","Casablanca","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/responsable-import-casablanca-9189306"
"0","Ingénieur Planification Minière - Taliouine - Askaoun","Confidentiel","Nous sommes à la recherche d'un Ingénieur Planification Minière. l'Ingénieur Planification Minière Sénior est chargé de fournir des services de planification minière au sein de la division technique de la mine, en mettant l'accent sur la planification Long terme et stratégique de la société, tout en coordonnant et en fournissant des plans miniers aux ingénieurs intermédiaire et junior. Il assurera également : la préparation des scénarios des budgets de la durée vie de la mine (LOM), l’animation de réunion du budget avec la direction, la réalisation d'une analyse stratégique mensuelle des écarts par rapport aux plans et le réalisé pour identifier les écarts, la support et formation des...","Marrakech","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/ingenieur-planification-miniere-taliouine-askaoun-9190141"
"0","Chef d’Équipe Plasturgie – Extrusion - Meknès","Confidentiel","Dans le cadre de notre activité industrielle en production continue , nous recrutons un Chef d’Équipe Plasturgie – Extrusion . Rattaché au Responsable de Production , vous assurez l’organisation, le pilotage et la réalisation des opérations de production tout en encadrant votre équipe sur le terrain. Vous êtes un chef d’équipe opérationnel , impliqué directement dans la production. Missions principales Organiser et affecter les tâches au sein de l’équipe pendant le poste. Assurer la bonne réalisation de la production conformément aux exigences clients, aux standards qualité et sécurité . Intervenir directement sur les opérations de production : changements de série,...","Casablanca","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/chef-equipe-plasturgie-extrusion-meknes-9190935"
"0","Standardiste avec des Compétences Commerciales - Mohammedia","Confidentiel","Vous êtes dynamique, organisé(e) et doté(e) d’un excellent sens du relationnel ? Rejoignez BWT Maroc , leader des solutions de traitement d’eau, et contribuez à la qualité de notre service client. Nous sommes à la recherche d'une Standardiste Commerciale. Missions principales : Assurer l’accueil téléphonique et physique des clients et visiteurs. Réceptionner, filtrer et transférer les appels entrants. Prendre en charge les demandes d’informations et les orienter vers les services concernés. Assurer le suivi des messages et la transmission des informations. Participer à certaines tâches administratives et commerciales de support (gestion des emails, mise à jour des bases de...","Casablanca","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/standardiste-avec-competences-commerciales-mohammedia-9192055"
"0","Assistante des Ressources Humaines - Rabat","Confidentiel","Nous sommes à la recherche d'une Assistante des Ressources Humaines. Missions : Participer à l'ensemble du processus de recrutement (sourcing, tri de CV, entretiens téléphoniques et physiques). Gérer l'administration du personnel de l'ensemble de la région. Assurer le suivi des documents liés à l'embauche (contrat de travail, fiche de poste, etc.) ainsi que les documents administratifs (attestation mutuelle, avenants, etc.). Assurer le suivi de la gestion du personnel (congés payés, etc.). Mettre à jour les tableaux de bords RH.","Rabat","CDI","","","Junior (1-3 ans)","","","","1","","","","10.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/assistante-ressources-humaines-rabat-9183060"
"0","Électricien de Maintenance Industrielle - Casablanca et Région","Confidentiel","Pour l’un de ses clients, dans le secteur industriel, TECTRA recherche un Électricien Électromécanicien de Maintenance Industrielle à Casablanca. Missions : Mettre en service des équipements électriques ; Intervenir en urgence sur une panne ; Intervenir en urgence sur une panne ; Poser des chemins de câbles, effectuer du câblage et tirage de câbles sur machines ; Installer et raccorder des armoires électriques. la réalisation des travaux pour l’entretien, la maintenance et les interventions en électromécanique","Casablanca","CDD","","","Confirmé (3-7 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/electricien-maintenance-industrielle-casablanca-region-9193680"
"0","Conseiller en Regroupement de Crédit - Tanger","Confidentiel","Nous sommes à la recherche des Conseillers en Regroupement de Crédit, en tant qu’intermédiaire entre le client et nos partenaires bancaires, vous serez au cœur de l’accompagnement des projets de financement de nos clients. Missions : Prospecter et conseiller les clients dans le cadre du regroupement de crédits. Identifier les besoins et proposer les solutions adaptées. Assurer un suivi commercial de qualité pour fidéliser la clientèle. Atteindre les objectifs de performance fixés par la direction. Conduire des entretiens pour cerner les besoins des clients et proposer des solutions pour bénéficier des crédits bancaires sur mesure. Réaliser des simulations et analyser les situations...","Tanger","CDI","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/conseiller-regroupement-credit-tanger-9193539"
"0","Magasinier en Logistique - Casablanca","Confidentiel","Pour l'un de nos clients sur Casablanca recrute un Magasinier en Logistique avec une expérience en logistique. Missions : Manutention, transfert et rangement de matériaux, contenants et palettes à l'aide d'un engin de manutention Réception, vérification et stockage des produits et marchandises Préparation des livraisons et des expéditions.","Casablanca","Intérim","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/magasinier-logistique-casablanca-9193445"
"0","Manutentionnaire - Casablanca","Confidentiel","Dans le cadre des besoins de l’un de nos clients basé à Aïn Sebaâ , nous recrutons des Manutentionnaires . Missions principales : Chargement et déchargement des marchandises Manutention, déplacement et rangement des produits Respect des consignes de sécurité Aide aux équipes logistiques selon les besoins","Casablanca","Intérim","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/manutentionnaire-casablanca-9193375"
"0","Comptable Général - Rabat","Confidentiel","Nous sommes à la recherche d'un Comptable Général. Missions : Assurer la saisie et le contrôle des écritures de comptabilité générale Tenir à jour les journaux comptables (achats, ventes, banque, caisse) Effectuer le lettrage et le suivi des comptes Préparer les situations comptables périodiques Participer aux travaux de clôtures mensuelles Vérifier la conformité des opérations comptables avec les procédures internes Veiller au respect des obligations comptables et fiscales Classer et archiver les pièces comptables Assister la hiérarchie dans les travaux comptables courants","Rabat","Intérim","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/comptable-general-rabat-9192748"
"0","Responsable Approvisionnement - Casablanca","Confidentiel","Nous recrutons un Responsable Approvisionnement pour le compte de notre société rattaché à notre direction pôle industriel. Missions principales : Élaborer et mettre en œuvre la stratégie d’approvisionnement Planifier et assurer la disponibilité des matières premières, produits et consommables Gérer les relations avec les fournisseurs (sélection, négociation, suivi des commandes) Optimiser les niveaux de stock et réduire les coûts d’approvisionnement Assurer le suivi des délais de livraison et la conformité des produits Collaborer avec les services production, logistique et finance Mettre en place des indicateurs de performance (KPI) et assurer le reporting","Casablanca","CDI","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/responsable-approvisionnement-casablanca-9192657"
"0","Ingénieur de Contrôle et Suivi des Travaux (Barrages) - Casablanca","Confidentiel","Nous sommes à la recherche d'un Ingénieur de Contrôle et Suivi des Travaux (Barrages). Missions : Assurer le contrôle et le suivi des travaux du chantier ; Assurer l'assistance technique à la maitrise d’œuvre et la maitrise d’ouvrage ; Coordonner l’exécution des travaux et assurer les réunions de chantier ; Rédiger les procès-verbaux et les rapports hebdomadaires concernant l’avancement des travaux.","Casablanca","CDI","","","Confirmé (3-7 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/ingenieur-controle-suivi-travaux-barrages-casablanca-8926187"
"0","Technologue Junior H/F - Fqih Ben Saleh","Confidentiel","Nous recherchons un (e) Technologue Junior motivé(e) pour rejoindre notre équipe et contribuer activement à nos projets dans un environnement professionnel stimulant. Missions principales : Être l’ambassadeur de l’innovation et de la rénovation au sein de l’usine. Piloter ou contribuer aux projets d’usine, notamment : Projets technologiques laitiers : optimisation des procédés et des équipements. Projets de développement produit : innovations et rénovations des produits de la marque. Assurer le développement des produits en lien direct avec les besoins stratégiques de l’entreprise : innovation, productivité, amélioration de la qualité et sécurisation des procédés. Implémenter les...","Béni Mellal-khénifra","CDI","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/technologue-junior-hf-fqih-ben-saleh-9127476"
"0","Responsable Supply Chain - Tanger","Confidentiel","Société Implantée à Tanger, Maroc, spécialisée dans le négoce international de composants industriels, à destination du continent africain, Nous recrutons un/e Responsable Supply Chain . Missions : En relation avec les responsables de zone, vous aurez en charge la gestion et le suivi de contrats clients. Gestion des achats fournisseurs : délais, conditions Gestion logistique import/export Gestion clients : reporting et interface Gestion, négociation des contrats de transports internationaux Proposer des plans d’amélioration continue Gestion des documents : documents de douane , BL, factures Gestion des litiges et réclamations client / fournisseurs Management de l’équipe supply chain...","Tanger","CDI","","","Confirmé (3-7 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/responsable-supply-chain-tanger-9174029"
"0","Téléconseiller(e) Francophone H/F - Rabat","Confidentiel","Pour l’un de ses clients, dans le secteur des centres d’appels , TECTRA recherche un(e) Téléconseiller(e) Francophone H/F à Rabat . Missions Principales : Répondre aux appels entrants Conseiller et accompagner les clients Identifier les besoins et proposer des solutions adaptées Assurer le suivi des dossiers clients Garantir la satisfaction et la qualité du service","Rabat","Intérim","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/teleconseillere-francophone-hf-rabat-9177263"
"0","Infirmière - Rabat","Confidentiel","Pour l’un de ses clients opérant dans le secteur des technologies de l’information, TECTRA recherche une Infirmière , à Rabat. Missions principales : Réaliser les soins infirmiers et les actes d’urgence Assurer le suivi médical des salariés Gérer l’infirmerie et le matériel médical Assister le médecin du travail lors des visites périodiques","Rabat","Intérim","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/infirmiere-rabat-9180588"
"0","Responsable Inventaire - Nouaceur","Confidentiel","Nous sommes à la recherche d'un Responsable Inventaire. Mission Réalisez des inventaires physiques, mesurez les écarts, établissez des rapports pour la direction et collaborez avec les équipes des points de vente.","Casablanca","CDD","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/responsable-inventaire-nouaceur-9182071"
"0","Agent Administratif Logistique Parc Automobile - Casablanca","Confidentiel","Pour l'un de ces clients concessionnaire d'automobile ; Tectra recrute 2 Agents Administratifs Logistique Parc Automobile. Mission principales : Gestion Administrative : Suivi des documents (cartes grises, assurances, contrôle technique), gestion des cartes carburant, des contraventions, des sinistres, des factures. Logistique & Organisation : Planification des affectations, optimisation des plannings, gestion des livraisons/restitutions, allocation des ressources. Suivi Technique : S'assurer de la conformité réglementaire (VGP, etc.), organiser l'entretien et les réparations, vérifier les niveaux et l'équipement des véhicules. Relationnel & Reporting : Conseiller...","Casablanca","Intérim","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/agent-administratif-logistique-parc-automobile-casablanca-9182113"
"0","Gestionnaire Ressources Humaines - Rabat","Confidentiel","Nous recherchons un Gestionnaire Ressources Humaines rigoureux pour rejoindre notre équipe. Missions principales : Collecter et saisir les éléments variables de paie. Établir les bulletins de salaire et assurer les déclarations sociales (DSN). Gérer l'administration du personnel (contrats, avenants, absences). Assurer la veille réglementaire et sociale.","Rabat","CDI","","","Etudiant, jeune diplômé et plus","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/gestionnaire-ressources-humaines-rabat-9182339"
"0","Manutentionnaire / Manœuvre - Had Soualem","Confidentiel","Nous sommes une société d’intérim et nous recherchons, pour le compte de nos clients , des Manutentionnaires et des Manœuvres . Missions principales : Travaux de manutention Chargement et déchargement Aide aux tâches sur chantier ou en entrepôt Respect des consignes de sécurité","Casablanca","Intérim","","","Junior (1-3 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/manutentionnaire-manoeuvre-had-soualem-9182553"
"0","Sales Representative - Saudi Arabia","Confidentiel","We are recruiting on behalf of a well-established company operating in the industrial trading sector, specialized in tires, wood, glass, and aluminum products a Sales Representative. The company has a strong market presence and focuses on quality-driven sales and long-term customer relationships. Position Summary : The Sales Representative is responsible for developing new business, managing customer relationships, and achieving assigned sales targets while representing the company professionally in the market. Reporting Line : Reports to: Branch Manager / Industrial General Manager Key Responsibilities : Identify and develop new customers and business opportunities Manage sales activities...","Casablanca","CDI","","","Confirmé (3-7 ans)","","","","1","","","","08.01.2026","EmploiMa","https://www.emploi.ma/offre-emploi-maroc/sales-representative-saudi-arabia-9182554"
